instance_id,family,benchmark,tier,arithmetic,certified_positive,certified_lb_float,notes
"pb_cnn_19","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.05000000074505806","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_2","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=4, HW=16, lb=fc_bias[label]"
"pb_cnn_20","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.0010000000474974513","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_21","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_22","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_23","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_24","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_25","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_26","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_27","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_28","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_29","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_3","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_30","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_31","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_32","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_33","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_34","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_35","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_36","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_37","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_38","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_39","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_4","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=16, HW=16, lb=fc_bias[label]"
"pb_cnn_40","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=64, lb=fc_bias[label]"
"pb_cnn_41","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=144, lb=fc_bias[label]"
"pb_cnn_42","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=256, lb=fc_bias[label]"
"pb_cnn_43","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_44","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=64, lb=fc_bias[label]"
"pb_cnn_45","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=144, lb=fc_bias[label]"
"pb_cnn_46","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=256, lb=fc_bias[label]"
"pb_cnn_5","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=32, HW=16, lb=fc_bias[label]"
"pb_cnn_6","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=2, HW=16, lb=fc_bias[label]"
"pb_cnn_7","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=4, HW=16, lb=fc_bias[label]"
"pb_cnn_8","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=8, HW=16, lb=fc_bias[label]"
"pb_cnn_9","cnn.cnn_paired_bias","sweep_all","exact-rational","exact_rational","True","0.10000000149011612","P=16, HW=16, lb=fc_bias[label]"
"rc1","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc10","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc11","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc12","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc13","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc14","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","3.999971610396139","active_dim=8, exact min over 256 corners (concave margin)"
"rc15","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","3.999758879204621","active_dim=8, exact min over 256 corners (concave margin)"
"rc16","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","3.9860179718169437","active_dim=8, exact min over 256 corners (concave margin)"
"rc17","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","3.987967273265395","active_dim=8, exact min over 256 corners (concave margin)"
"rc18","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","3.9493446265025853","active_dim=8, exact min over 256 corners (concave margin)"
"rc19","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc2","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc20","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc21","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc22","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc3","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc4","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc5","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc6","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc7","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc8","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"rc9","mlp_relu.corners","sweep_all","exact-rational","exact_rational","True","4.0","active_dim=8, exact min over 256 corners (concave margin)"
"poly01_easy_N50_d10","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-15510.000762258964","degree=10, nonconvex shipped; iv box enclosure"
"poly02_easy_d2","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-3.1786266318908902","degree=2, nonconvex shipped; iv box enclosure"
"poly03_easy_d6","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-101.94573233019784","degree=6, nonconvex shipped; iv box enclosure"
"poly04_easy_d10_h50","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-754.3163061657822","degree=10, nonconvex shipped; iv box enclosure"
"poly05_easy_d10_h500","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-142241.2197330902","degree=10, nonconvex shipped; iv box enclosure"
"poly06_deg12","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-102925.64266269842","degree=12, nonconvex shipped; iv box enclosure"
"poly07_deg14","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-1885669.890318509","degree=14, nonconvex shipped; iv box enclosure"
"poly08_deg16","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-2095451384.0415282","degree=16, nonconvex shipped; iv box enclosure"
"poly09_deg17","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-325039355.2642958","degree=17, nonconvex shipped; iv box enclosure"
"poly10_deg18_a","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-169436762.1196352","degree=18, nonconvex shipped; iv box enclosure"
"poly11_deg18_b","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-50068604.38858558","degree=18, nonconvex shipped; iv box enclosure"
"poly12_deg19_a","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-1597374518.4099782","degree=19, nonconvex shipped; iv box enclosure"
"poly13_deg19_b","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-381395270.56324935","degree=19, nonconvex shipped; iv box enclosure"
"poly14_deg20","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-17910770225.326344","degree=20, nonconvex shipped; iv box enclosure"
"poly15_deg21","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-11215662635.584023","degree=21, nonconvex shipped; iv box enclosure"
"poly16_deg22","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-3558546241.1224413","degree=22, nonconvex shipped; iv box enclosure"
"poly17_delta2e3","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-11380.978455860384","degree=10, nonconvex shipped; iv box enclosure"
"poly18_delta1e3","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-17181.880697153956","degree=10, nonconvex shipped; iv box enclosure"
"poly19_delta5e4","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-16208.808104589676","degree=10, nonconvex shipped; iv box enclosure"
"poly20_delta2e4","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-32307.96722319035","degree=10, nonconvex shipped; iv box enclosure"
"poly21_delta1e4","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-12442.276689236633","degree=10, nonconvex shipped; iv box enclosure"
"poly22_combo_deg18_delta1e3","polynomial.algebraic_boundary","polynomial_stress_22","validated-interval","interval_mpmath","False","-54166447.748806454","degree=18, nonconvex shipped; iv box enclosure"
"polyconv_d10_s1","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","352.6153826999044","convex Prop-11, degree=10: lb=mu(x0)-eps*||grad||_1"
"polyconv_d10_s2","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","231.94188414740952","convex Prop-11, degree=10: lb=mu(x0)-eps*||grad||_1"
"polyconv_d12_s1","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","2552.5179547971516","convex Prop-11, degree=12: lb=mu(x0)-eps*||grad||_1"
"polyconv_d12_s2","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","1491.511702109048","convex Prop-11, degree=12: lb=mu(x0)-eps*||grad||_1"
"polyconv_d2_s1","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","0.11683843950523935","convex Prop-11, degree=2: lb=mu(x0)-eps*||grad||_1"
"polyconv_d2_s2","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","0.09387506871630803","convex Prop-11, degree=2: lb=mu(x0)-eps*||grad||_1"
"polyconv_d4_s1","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","0.7580429036388933","convex Prop-11, degree=4: lb=mu(x0)-eps*||grad||_1"
"polyconv_d4_s2","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","0.575361805576738","convex Prop-11, degree=4: lb=mu(x0)-eps*||grad||_1"
"polyconv_d6_s1","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","6.3700291990991245","convex Prop-11, degree=6: lb=mu(x0)-eps*||grad||_1"
"polyconv_d6_s2","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","3.8376950483113057","convex Prop-11, degree=6: lb=mu(x0)-eps*||grad||_1"
"polyconv_d8_s1","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","47.40306761361943","convex Prop-11, degree=8: lb=mu(x0)-eps*||grad||_1"
"polyconv_d8_s2","polynomial.algebraic_boundary(convex_companion)","poly_convex","exact-rational","exact_rational","True","31.677902234143264","convex Prop-11, degree=8: lb=mu(x0)-eps*||grad||_1"
